,Timestamp,Checker,Benchmark,Total steps,Guest cycles,Setup time,Guest loading time,Preprocessing time,Proving time,Verification time,Total time,Tokens
108,2024-11-03 09:41:27,cairo,imp/mm-proofs/erc20transfer_success_regular_32_slices/43.erc20transfer_success_total/43.erc20transfer_success_tm_0_0.mm,4871256.0,,,,,485.36884274,18.728566347,,7194
109,2024-11-03 09:41:27,cairo,imp/mm-proofs/erc20transfer_success_regular_32_slices/33.erc20transfer_success_total/33.erc20transfer_success_tm_0_0.mm,4871256.0,,,,,495.321259059,18.886112365,,7194
110,2024-11-03 09:41:27,cairo,imp/mm-proofs/erc20transfer_success_regular_32_slices/29.erc20transfer_success_total/29.erc20transfer_success_tm_0_0.mm,4871256.0,,,,,484.91321633,18.860268288,,7194
111,2024-11-03 09:41:27,cairo,imp/mm-proofs/erc20transfer_success_regular_32_slices/18.erc20transfer_success_total/18.erc20transfer_success_tm_0_8.mm,4871256.0,,,,,495.683446161,18.721965475,,7194
112,2024-11-03 09:41:27,cairo,imp/mm-proofs/erc20transfer_success_regular_32_slices/38.erc20transfer_success_total/38.erc20transfer_success_tm_0_7.mm,4871256.0,,,,,502.446012149,18.717307793,,7194
113,2024-11-03 09:41:27,cairo,imp/mm-proofs/erc20transfer_success_regular_32_slices/31.erc20transfer_success_total/31.erc20transfer_success_tm_0_7.mm,4871256.0,,,,,490.627641576,18.718535554,,7194
114,2024-11-03 09:41:27,cairo,imp/mm-proofs/erc20transfer_success_regular_32_slices/33.erc20transfer_success_total/33.erc20transfer_success_tm_0_7.mm,4871256.0,,,,,484.404294113,18.763978418,,7194
115,2024-11-03 09:41:27,cairo,imp/mm-proofs/erc20transfer_success_regular_32_slices/28.erc20transfer_success_total/28.erc20transfer_success_tm_0_8.mm,4871256.0,,,,,491.996404497,18.83329692,,7194
116,2024-11-03 09:41:27,cairo,imp/mm-proofs/erc20transfer_success_regular_32_slices/28.erc20transfer_success_total/28.erc20transfer_success_tm_0_7.mm,4871256.0,,,,,490.399750076,18.814727623,,7194
117,2024-11-03 09:41:27,cairo,imp/mm-proofs/erc20transfer_success_regular_32_slices/29.erc20transfer_success_total/29.erc20transfer_success_tm_0_10.mm,4871256.0,,,,,501.683100874,18.806676562,,7194
